Year,Value
2002,23.972746
2003,7.651469
2004,10.51477
2005,1.099767
2006,29.27614
2007,56.930914
2008,15.343234
2009,168.704365
2010,48.761861
2011,122.746515
2012,147.908783
2013,133.782147
2014,132.749349
2015,223.531644
2016,62.038405
2017,84.110285
2018,43.181616000000005
2019,178.855399
2020,40.856208
2021,59.583114
2022,114.051568
2023,133.577167
