Year,Composite breakdown,Value
2016,Fiscal intervention stage: Postfiscal consumable income,42.8617
2016,Fiscal intervention stage: Postfiscal disposable income,43.67419
2016,Fiscal intervention stage: Prefiscal income,47.61594
