Year,Value
2000,63.18451
2002,61.63811
2004,60.09171
2006,58.54531
2008,56.99891
2010,55.45251
2012,53.90611
2014,52.35971
2016,50.81331
2018,50.81331
2020,50.81331
2022,40.49575
