Year,Value
2006,1.0798
2007,1.084309
2008,4.143752
2009,6.293197
2010,4.08235
2011,6.925533
2012,6.761821
2013,8.51392
2014,6.122559
2015,8.624295
2016,5.743144
2017,9.039387
2018,8.435821
2019,12.209247
2020,12.50252
2021,8.786946
2022,10.543984
2023,10.825448
