Year,Composite breakdown,Value
2024,,1
2024,Type of OFDI scheme: Direct capital participation,0
2024,Type of OFDI scheme: Fiscal/financial support,0
2024,Type of OFDI scheme: Investment facilitation services,1
2024,Type of OFDI scheme: Investment guarantees,0
