Year,Value
2006,100.0
2007,100.0
2008,100.0
2009,90.19473
2010,91.14524
2011,85.89134
2012,77.2716
2013,90.3417
2014,93.88471
2015,90.82922
2016,88.71442
2017,94.05736
2018,89.92806
2019,93.7318
2020,91.94907
2021,73.69668
2022,84.5712
2023,77.4538
2024,86.237
