Year,Value
2000,7.56035
2001,7.89843
2002,9.28527
2003,9.21724
2004,10.87833
2005,12.74996
2006,14.28879
2007,19.54275
2008,24.33369
2009,23.45963
2010,20.3947
2011,20.21376
2012,20.2051
2013,18.9294
2014,18.43617
2015,16.68324
2016,15.53678
2017,15.29568
2018,14.82651
2019,14.97049
2020,14.13209
2021,14.07095
2022,13.91977
2023,14.38169
